candidate_id,name,ai_recruiter_score
CAND_0010631,Nisha Sharma,47.0
CAND_0004650,Tanya Rao,47.0
CAND_0064414,Sneha Verma,47.0
CAND_0064903,Arjun Pandey,47.0
CAND_0005783,Advaith Malhotra,47.0
CAND_0004482,Myra Subramanian,47.0
CAND_0046721,Arjun Nair,47.0
CAND_0086870,Atharv Ghosh,46.99
CAND_0017176,Amit Subramanian,46.99
CAND_0025111,Jay Trivedi,46.99
CAND_0009942,Avni Mittal,46.99
CAND_0004922,Aadhya Ghosh,46.99
CAND_0027702,Riya Mishra,46.99
CAND_0088722,Arnav Nair,46.99
CAND_0000726,Karan Krishnan,46.99
CAND_0037063,Pranav Goyal,46.99
CAND_0080090,Ela Saxena,46.99
CAND_0060664,Neha Vora,46.99
CAND_0012608,Pooja Nair,46.99
CAND_0084799,Nikhil Kapoor,46.99
CAND_0004378,Amit Agarwal,46.99
CAND_0045333,Priya Mehta,46.99
CAND_0094631,Kavya Vora,46.99
CAND_0063678,Rahul Kapoor,46.99
CAND_0007706,Ela Pandey,46.99
CAND_0080887,Ritu Chatterjee,46.99
CAND_0070300,Atharv Mittal,46.99
CAND_0072319,Ananya Trivedi,46.99
CAND_0085133,Sai Bhatia,46.99
CAND_0087045,Rahul Reddy,46.99
CAND_0028699,Saanvi Mukherjee,46.99
CAND_0085226,Krishna Khanna,46.99
CAND_0073494,Divya Verma,46.99
CAND_0093168,Kabir Patel,46.99
CAND_0050589,Reyansh Menon,46.99
CAND_0019135,Sai Patel,46.99
CAND_0042472,Anil Saxena,46.99
CAND_0042803,Aarav Arora,46.99
CAND_0011528,Advaith Malhotra,46.99
CAND_0042122,Sai Menon,46.99
CAND_0059775,Riya Sen,46.99
CAND_0017088,Pari Joshi,46.99
CAND_0075127,Siya Iyengar,46.99
CAND_0016844,Tanya Bhatia,46.99
CAND_0032577,Neha Sharma,46.99
CAND_0009865,Anika Bhatia,46.99
CAND_0098912,Amit Vora,46.99
CAND_0046443,Aisha Iyer,46.99
CAND_0032951,Aditya Saxena,46.99
CAND_0090732,Advaith Malhotra,46.99
CAND_0089123,Karan Naidu,46.99
CAND_0027046,Deepak Mishra,46.99
CAND_0037651,Anil Agarwal,46.99
CAND_0096612,Shaurya Kumar,46.99
CAND_0002266,Anika Bansal,46.99
CAND_0091173,Krishna Tiwari,46.99
CAND_0057715,Pari Vora,46.99
CAND_0052882,Shaurya Krishnan,46.99
CAND_0065415,Shaurya Krishnan,46.99
CAND_0081120,Kabir Malhotra,46.99
CAND_0053172,Suresh Iyengar,46.99
CAND_0030283,Aarav Bose,46.99
CAND_0091812,Kabir Gupta,46.99
CAND_0060289,Yash Iyer,46.99
CAND_0046293,Priya Iyer,46.99
CAND_0033478,Jay Mukherjee,46.99
CAND_0034377,Anjali Iyer,46.99
CAND_0066803,Ved Gupta,46.99
CAND_0089279,Priya Rao,46.99
CAND_0018629,Tanya Naidu,46.99
CAND_0096598,Anjali Pillai,46.99
CAND_0050515,Aryan Arora,46.99
CAND_0071496,Advik Dutta,46.99
CAND_0097557,Rohan Singh,46.99
CAND_0048438,Advaith Joshi,46.99
CAND_0036745,Riya Hegde,46.98
CAND_0010736,Aanya Chowdary,46.98
CAND_0029331,Vikram Krishnan,46.98
CAND_0078506,Divya Singh,46.98
CAND_0011462,Rajesh Goyal,46.98
CAND_0078859,Kiara Saxena,46.98
CAND_0079009,Anjali Sen,46.98
CAND_0032735,Pari Ghosh,46.98
CAND_0032702,Tanya Menon,46.98
CAND_0007420,Sunil Dalal,46.98
CAND_0056185,Vikram Kumar,46.98
CAND_0055944,Aanya Chowdary,46.98
CAND_0069393,Myra Chowdary,46.98
CAND_0069289,Sunil Dutta,46.98
CAND_0071858,Aanya Banerjee,46.98
CAND_0020208,Kiara Menon,46.98
CAND_0080801,Nikhil Iyengar,46.98
CAND_0065890,Priya Dalal,46.98
CAND_0081442,Shaurya Iyer,46.98
CAND_0066984,Rahul Ghosh,46.98
CAND_0045545,Arnav Iyer,46.98
CAND_0021532,Vivaan Pillai,46.98
CAND_0066870,Riya Menon,46.98
CAND_0009048,Ira Goyal,46.98
CAND_0083828,Siya Agarwal,46.98
CAND_0081790,Ananya Dalal,46.98
CAND_0041255,Aarav Mittal,46.98
CAND_0090479,Pooja Trivedi,46.98
CAND_0004979,Neha Reddy,46.98
CAND_0014431,Suresh Sethi,46.98
CAND_0052407,Ritu Arora,46.98
CAND_0093118,Advaith Arora,46.98
CAND_0088258,Saanvi Ghosh,46.98
CAND_0053459,Kavya Sharma,46.98
CAND_0071316,Rohan Nair,46.98
CAND_0014195,Sneha Gupta,46.98
CAND_0033378,Om Arora,46.98
CAND_0036351,Ritu Chopra,46.98
CAND_0039179,Deepak Gupta,46.98
CAND_0081873,Myra Sharma,46.98
CAND_0067948,Aarav Subramanian,46.98
CAND_0085409,Ela Singh,46.98
CAND_0056449,Vivaan Arora,46.98
CAND_0061000,Shreya Kumar,46.98
CAND_0030395,Ritu Khanna,46.98
CAND_0076664,Ananya Tiwari,46.98
CAND_0031660,Divya Verma,46.98
CAND_0068255,Jay Menon,46.98
CAND_0001187,Aarav Kapoor,46.98
CAND_0015079,Sunil Reddy,46.98
CAND_0028400,Sneha Shah,46.98
CAND_0077901,Jay Sen,46.98
CAND_0080033,Sunil Iyer,46.98
CAND_0085934,Nikhil Singh,46.98
CAND_0036114,Kavya Shetty,46.98
CAND_0000361,Divya Saxena,46.98
CAND_0012029,Aisha Menon,46.98
CAND_0070058,Om Dalal,46.98
CAND_0000233,Naina Nair,46.98
CAND_0021192,Ayaan Iyengar,46.97
CAND_0093598,Avni Agarwal,46.97
CAND_0043131,Deepak Singh,46.97
CAND_0029921,Pooja Chatterjee,46.97
CAND_0007399,Anil Bansal,46.97
CAND_0063270,Naina Joshi,46.97
CAND_0074301,Aditya Mehta,46.97
CAND_0063547,Pari Verma,46.97
CAND_0083460,Nisha Dutta,46.97
CAND_0027267,Vihaan Desai,46.97
CAND_0034256,Ela Kumar,46.97
CAND_0082266,Avni Chowdary,46.97
CAND_0009889,Dhruv Desai,46.97
CAND_0025251,Deepak Iyengar,46.97
CAND_0054987,Om Iyengar,46.97
CAND_0039426,Atharv Subramanian,46.97
CAND_0035913,Aisha Goyal,46.97
CAND_0002662,Vikram Banerjee,46.97
CAND_0067688,Krishna Joshi,46.97
CAND_0063989,Sneha Mishra,46.97
CAND_0047341,Mira Ghosh,46.97
CAND_0002581,Suresh Subramanian,46.97
CAND_0025943,Anil Malhotra,46.97
CAND_0089021,Suresh Chowdary,46.97
CAND_0067222,Aanya Bhatia,46.97
CAND_0045348,Kiara Chowdary,46.97
CAND_0016129,Sunil Dutta,46.97
CAND_0053367,Tanya Hegde,46.97
CAND_0023680,Pooja Malhotra,46.97
CAND_0083147,Ved Iyengar,46.97
CAND_0052100,Arnav Joshi,46.97
CAND_0041027,Rahul Desai,46.97
CAND_0057961,Shaurya Iyengar,46.97
CAND_0064062,Aryan Iyengar,46.97
CAND_0046282,Aisha Reddy,46.97
CAND_0034771,Mira Chatterjee,46.97
CAND_0064094,Arnav Khanna,46.97
CAND_0012715,Jay Agarwal,46.97
CAND_0066784,Saanvi Mukherjee,46.97
CAND_0089258,Aarohi Nair,46.97
CAND_0089280,Sneha Dutta,46.97
CAND_0095363,Ritu Agarwal,46.97
CAND_0037293,Arjun Joshi,46.97
CAND_0097016,Aadhya Trivedi,46.97
CAND_0034451,Ela Kumar,46.97
CAND_0009100,Kiara Reddy,46.97
CAND_0046569,Om Khanna,46.97
CAND_0016563,Saanvi Saxena,46.97
CAND_0058833,Rajesh Dalal,46.97
CAND_0012951,Amit Chowdary,46.97
CAND_0096627,Saanvi Gupta,46.97
CAND_0001876,Ritu Mishra,46.97
CAND_0049960,Divya Chopra,46.97
CAND_0034572,Priya Trivedi,46.97
CAND_0008608,Aisha Dalal,46.97
CAND_0015275,Pranav Pillai,46.97
CAND_0027804,Advaith Desai,46.97
CAND_0091413,Rahul Vora,46.97
CAND_0084314,Ananya Kapoor,46.97
CAND_0054115,Aanya Mishra,46.97
CAND_0065087,Krishna Kumar,46.97
CAND_0054700,Ritu Dutta,46.97
CAND_0069103,Kiara Joshi,46.97
CAND_0021063,Priya Subramanian,46.97
CAND_0061866,Kiara Arora,46.97
CAND_0000081,Avni Verma,46.97
CAND_0024841,Vivaan Sethi,46.96
CAND_0048643,Mira Arora,46.96
CAND_0098732,Dhruv Khanna,46.96
CAND_0055954,Shaurya Reddy,46.96
CAND_0056304,Neha Nair,46.96
CAND_0098909,Sunil Naidu,46.96
CAND_0057268,Dev Bansal,46.96
CAND_0057910,Pranav Malhotra,46.96
CAND_0098338,Atharv Tiwari,46.96
CAND_0098634,Om Kumar,46.96
CAND_0024405,Dev Bansal,46.96
CAND_0011369,Anika Trivedi,46.96
CAND_0064204,Sneha Kapoor,46.96
CAND_0096337,Vihaan Pillai,46.96
CAND_0016823,Aarohi Desai,46.96
CAND_0093884,Vivaan Mehta,46.96
CAND_0010097,Mira Naidu,46.96
CAND_0081752,Siya Chopra,46.96
CAND_0047433,Diya Pandey,46.96
CAND_0095701,Karan Banerjee,46.96
CAND_0013572,Ved Vora,46.96
CAND_0095781,Divya Shetty,46.96
CAND_0080884,Rohan Reddy,46.96
CAND_0077186,Aryan Rao,46.96
CAND_0001769,Saanvi Dalal,46.96
CAND_0052760,Suresh Naidu,46.96
CAND_0057926,Aadhya Kapoor,46.96
CAND_0023635,Vikram Tiwari,46.96
CAND_0045283,Riya Mittal,46.96
CAND_0018545,Sanjay Naidu,46.96
CAND_0088175,Amit Khanna,46.96
CAND_0066430,Ananya Dalal,46.96
CAND_0053338,Anil Krishnan,46.96
CAND_0067216,Priya Mishra,46.96
CAND_0039927,Shreya Iyengar,46.96
CAND_0034174,Nikhil Goyal,46.96
CAND_0088164,Tanvi Hegde,46.96
CAND_0088668,Advaith Pandey,46.96
CAND_0079414,Sneha Bansal,46.96
CAND_0070714,Sai Joshi,46.96
CAND_0034301,Ved Goyal,46.96
CAND_0016633,Divya Mittal,46.96
CAND_0015661,Aryan Sethi,46.96
CAND_0071918,Neha Ghosh,46.96
CAND_0038010,Karan Reddy,46.96
CAND_0063191,Amit Shah,46.96
CAND_0046555,Priya Sen,46.96
CAND_0092662,Yash Saxena,46.96
CAND_0092818,Aadhya Bansal,46.96
CAND_0054339,Nikhil Ghosh,46.96
CAND_0020756,Rohan Chowdary,46.96
CAND_0062965,Ira Shetty,46.96
CAND_0037942,Suresh Pandey,46.96
CAND_0007031,Divya Reddy,46.96
CAND_0033270,Siya Krishnan,46.96
CAND_0062336,Diya Pandey,46.96
CAND_0061959,Kavya Mishra,46.96
CAND_0061781,Sai Goyal,46.96
CAND_0009821,Riya Desai,46.96
CAND_0075467,Sanjay Shetty,46.96
CAND_0063436,Dhruv Sen,46.96
CAND_0020229,Arnav Mishra,46.96
CAND_0063933,Amit Rao,46.96
CAND_0087426,Anil Krishnan,46.96
CAND_0067307,Anika Subramanian,46.96
CAND_0065181,Sneha Verma,46.96
CAND_0090949,Ayaan Saxena,46.96
CAND_0033608,Kiara Malhotra,46.96
CAND_0019791,Sanjay Patel,46.96
CAND_0051981,Kabir Mehta,46.96
CAND_0016603,Rajesh Verma,46.96
CAND_0016569,Vikram Kumar,46.96
CAND_0073263,Vihaan Sharma,46.96
CAND_0004682,Siya Trivedi,46.96
CAND_0025730,Jay Vora,46.96
CAND_0064224,Jay Arora,46.96
CAND_0034530,Aarohi Sharma,46.96
CAND_0088044,Divya Ghosh,46.96
CAND_0008464,Tanya Bhatia,46.96
CAND_0005383,Krishna Mehta,46.96
CAND_0015710,Ananya Hegde,46.96
CAND_0042345,Arjun Desai,46.95
CAND_0048262,Siya Menon,46.95
CAND_0029123,Aadhya Chopra,46.95
CAND_0080145,Karan Arora,46.95
CAND_0042244,Naina Subramanian,46.95
CAND_0099326,Aadhya Rao,46.95
CAND_0099870,Arnav Dalal,46.95
CAND_0052624,Kabir Dalal,46.95
CAND_0041850,Dev Kumar,46.95
CAND_0099392,Shaurya Tiwari,46.95
CAND_0098847,Nikhil Arora,46.95
CAND_0027841,Siya Bansal,46.95
CAND_0080381,Shaurya Malhotra,46.95
CAND_0097785,Myra Iyengar,46.95
CAND_0026550,Atharv Iyengar,46.95
CAND_0097838,Karan Malhotra,46.95
CAND_0064055,Ira Chowdary,46.95
CAND_0044540,Amit Iyer,46.95
CAND_0004340,Ishaan Mishra,46.95
CAND_0009441,Nisha Menon,46.95
CAND_0025625,Diya Trivedi,46.95
CAND_0052134,Siya Mukherjee,46.95
CAND_0096121,Sunil Reddy,46.95
CAND_0063432,Vikram Chopra,46.95
CAND_0004072,Pari Tiwari,46.95
CAND_0043224,Pranav Mittal,46.95
CAND_0003809,Sunil Patel,46.95
CAND_0013033,Deepak Naidu,46.95
CAND_0023147,Zara Rao,46.95
CAND_0023181,Shaurya Reddy,46.95
CAND_0058675,Aditya Arora,46.95
CAND_0036927,Rajesh Verma,46.95
CAND_0058164,Amit Dutta,46.95
CAND_0010846,Ira Sharma,46.95
CAND_0086546,Ritu Trivedi,46.95
CAND_0054851,Saanvi Hegde,46.95
CAND_0051742,Anika Kapoor,46.95
CAND_0096378,Kabir Goyal,46.95
CAND_0022064,Neha Saxena,46.95
CAND_0076875,Avni Joshi,46.95
CAND_0010538,Aarohi Nair,46.95
CAND_0060350,Jay Chatterjee,46.95
CAND_0001465,Rajesh Gupta,46.95
CAND_0064097,Yash Desai,46.95
CAND_0084972,Advik Singh,46.95
CAND_0044507,Ayaan Bose,46.95
CAND_0065952,Vikram Pillai,46.95
CAND_0051320,Shaurya Bose,46.95
CAND_0031244,Anil Rao,46.95
CAND_0043804,Atharv Krishnan,46.95
CAND_0090096,Vikram Iyengar,46.95
CAND_0031755,Rohan Trivedi,46.95
CAND_0031672,Riya Chatterjee,46.95
CAND_0025790,Yash Goyal,46.95
CAND_0004589,Suresh Chowdary,46.95
CAND_0065233,Amit Khanna,46.95
CAND_0049943,Amit Ghosh,46.95
CAND_0018561,Aanya Iyengar,46.95
CAND_0018854,Aryan Tiwari,46.95
CAND_0071162,Krishna Dutta,46.95
CAND_0016222,Zara Pandey,46.95
CAND_0071294,Priya Agarwal,46.95
CAND_0039110,Ritu Patel,46.95
CAND_0071714,Avni Nair,46.95
CAND_0040230,Vihaan Subramanian,46.95
CAND_0006159,Shreya Kapoor,46.95
CAND_0006101,Avni Bansal,46.95
CAND_0070632,Tanya Saxena,46.95
CAND_0017979,Ira Bansal,46.95
CAND_0030837,Rajesh Bose,46.95
CAND_0045195,Amit Dalal,46.95
CAND_0031299,Om Dutta,46.95
CAND_0039217,Aditya Tiwari,46.95
CAND_0070660,Ira Chatterjee,46.95
CAND_0099796,Kavya Sharma,46.95
CAND_0036087,Arnav Joshi,46.94
CAND_0000070,Siya Ghosh,46.94
CAND_0079515,Jay Sharma,46.94
CAND_0028863,Nikhil Rao,46.94
CAND_0065059,Jay Sethi,46.94
CAND_0038452,Mira Mukherjee,46.94
CAND_0019599,Rahul Khanna,46.94
CAND_0038388,Rohan Subramanian,46.94
CAND_0079770,Siya Mishra,46.94
CAND_0052497,Mira Mishra,46.94
CAND_0056160,Sanjay Shetty,46.94
CAND_0085841,Sneha Kumar,46.94
CAND_0000481,Aisha Reddy,46.94
CAND_0020063,Siya Trivedi,46.94
CAND_0005170,Deepak Bhatia,46.94
CAND_0034614,Aadhya Ghosh,46.94
CAND_0064246,Pari Bose,46.94
CAND_0038351,Vivaan Reddy,46.94
CAND_0025726,Anjali Bhatia,46.94
CAND_0083635,Riya Arora,46.94
CAND_0063815,Nikhil Dutta,46.94
CAND_0016679,Om Sharma,46.94
CAND_0006975,Aarohi Chopra,46.94
CAND_0092600,Neha Bansal,46.94
CAND_0000916,Myra Singh,46.94
CAND_0078205,Arnav Mukherjee,46.94
CAND_0056429,Priya Desai,46.94
CAND_0020740,Anil Mehta,46.94
CAND_0074896,Vikram Hegde,46.94
CAND_0062550,Jay Shah,46.94
CAND_0051600,Naina Bose,46.94
CAND_0054387,Kabir Menon,46.94
CAND_0019168,Aadhya Mukherjee,46.94
CAND_0015791,Sunil Pandey,46.94
CAND_0061773,Jay Sethi,46.94
CAND_0030578,Sneha Iyer,46.94
CAND_0051401,Sai Agarwal,46.94
CAND_0089617,Krishna Khanna,46.94
CAND_0071786,Sai Iyengar,46.94
CAND_0061152,Pari Joshi,46.94
CAND_0033954,Yash Menon,46.94
CAND_0069686,Dhruv Banerjee,46.94
CAND_0079818,Vikram Naidu,46.94
CAND_0095138,Suresh Nair,46.94
CAND_0095383,Siya Sen,46.94
CAND_0018663,Naina Mukherjee,46.94
CAND_0013299,Sanjay Chowdary,46.94
CAND_0066888,Ishaan Sethi,46.94
CAND_0059740,Tanvi Shetty,46.94
CAND_0096064,Mira Mittal,46.94
CAND_0081098,Shaurya Iyer,46.94
CAND_0086174,Kabir Singh,46.94
CAND_0096524,Sai Singh,46.94
CAND_0076852,Sanjay Verma,46.94
CAND_0076821,Tanvi Gupta,46.94
CAND_0052335,Vivaan Sen,46.94
CAND_0071645,Kabir Trivedi,46.94
CAND_0052719,Aisha Shah,46.94
CAND_0077724,Saanvi Kumar,46.94
CAND_0048187,Shaurya Subramanian,46.94
CAND_0017992,Avni Goyal,46.94
CAND_0086783,Manish Shah,46.94
CAND_0058809,Ayaan Khanna,46.94
CAND_0036902,Sai Bansal,46.94
CAND_0010992,Tanya Hegde,46.94
CAND_0064811,Krishna Reddy,46.94
CAND_0016568,Tanya Nair,46.94
CAND_0064739,Vihaan Malhotra,46.94
CAND_0048637,Zara Mittal,46.94
CAND_0000217,Arjun Arora,46.94
CAND_0069768,Krishna Banerjee,46.94
CAND_0099626,Sanjay Iyer,46.94
CAND_0039344,Sanjay Saxena,46.93
CAND_0014910,Kiara Goyal,46.93
CAND_0090909,Siya Subramanian,46.93
CAND_0023677,Aanya Malhotra,46.93
CAND_0041491,Meera Sharma,46.93
CAND_0067707,Ayaan Tiwari,46.93
CAND_0032804,Ela Goyal,46.93
CAND_0024547,Kiara Bhatia,46.93
CAND_0098869,Saanvi Chopra,46.93
CAND_0030150,Reyansh Naidu,46.93
CAND_0009267,Sunil Bose,46.93
CAND_0030139,Diya Mehta,46.93
CAND_0019310,Vivaan Mittal,46.93
CAND_0005225,Kabir Ghosh,46.93
CAND_0006009,Sunil Sethi,46.93
CAND_0023575,Ritu Naidu,46.93
CAND_0086570,Om Bansal,46.93
CAND_0005092,Advik Malhotra,46.93
CAND_0091740,Karan Iyengar,46.93
CAND_0004545,Sneha Goyal,46.93
CAND_0014614,Karan Mittal,46.93
CAND_0047880,Yash Iyengar,46.93
CAND_0023338,Aryan Bose,46.93
CAND_0040144,Meera Patel,46.93
CAND_0058852,Om Banerjee,46.93
CAND_0016239,Riya Iyer,46.93
CAND_0052048,Pari Patel,46.93
CAND_0092080,Yash Goyal,46.93
CAND_0031377,Meera Reddy,46.93
CAND_0068037,Advik Nair,46.93
CAND_0035728,Jay Gupta,46.93
CAND_0075593,Aditya Sen,46.93
CAND_0040992,Krishna Krishnan,46.93
CAND_0064646,Ananya Iyengar,46.93
CAND_0073300,Anjali Chopra,46.93
CAND_0049732,Riya Dalal,46.93
CAND_0045979,Priya Dalal,46.93
CAND_0073022,Shreya Shetty,46.93
CAND_0066329,Ishaan Dalal,46.93
CAND_0079326,Pranav Sharma,46.93
CAND_0018990,Tanvi Ghosh,46.93
CAND_0021769,Ela Vora,46.93
CAND_0017095,Ritu Verma,46.93
CAND_0053292,Advik Sen,46.93
CAND_0034490,Aarohi Menon,46.93
CAND_0062437,Nisha Goyal,46.93
CAND_0093790,Anjali Kapoor,46.93
CAND_0071578,Aarohi Naidu,46.93
CAND_0076080,Aisha Chopra,46.93
CAND_0061077,Ananya Joshi,46.93
CAND_0002959,Sai Banerjee,46.93
CAND_0002896,Vivaan Sethi,46.93
CAND_0060914,Ira Chopra,46.93
CAND_0020853,Dhruv Pillai,46.93
CAND_0062842,Dev Bhatia,46.93
CAND_0010374,Arjun Desai,46.93
CAND_0051874,Diya Dalal,46.93
CAND_0066838,Nisha Chatterjee,46.93
CAND_0022484,Advaith Kumar,46.93
CAND_0045794,Jay Mittal,46.93
CAND_0090172,Kavya Pillai,46.93
CAND_0067006,Nisha Menon,46.93
CAND_0044196,Aditya Bansal,46.93
CAND_0062881,Riya Reddy,46.93
CAND_0090157,Riya Sethi,46.93
CAND_0063235,Aadhya Banerjee,46.93
CAND_0070780,Ved Patel,46.93
CAND_0040708,Pranav Pandey,46.93
CAND_0078394,Ved Hegde,46.93
CAND_0016352,Nikhil Chopra,46.93
CAND_0063467,Reyansh Chowdary,46.93
CAND_0096565,Manish Banerjee,46.93
CAND_0096347,Dev Verma,46.93
CAND_0011774,Karan Agarwal,46.93
CAND_0034062,Rahul Naidu,46.92
CAND_0051195,Ela Tiwari,46.92
CAND_0011443,Vivaan Patel,46.92
CAND_0055181,Meera Reddy,46.92
CAND_0055636,Ritu Vora,46.92
CAND_0069013,Aadhya Gupta,46.92
CAND_0099566,Siya Arora,46.92
CAND_0062166,Aarohi Krishnan,46.92
CAND_0094047,Aarav Iyengar,46.92
CAND_0041859,Arjun Trivedi,46.92
CAND_0061687,Ritu Tiwari,46.92
CAND_0082679,Siya Iyer,46.92
CAND_0001019,Karan Kapoor,46.92
CAND_0035824,Anil Reddy,46.92
CAND_0086367,Nikhil Goyal,46.92
CAND_0025864,Naina Mittal,46.92
CAND_0061230,Aditya Nair,46.92
CAND_0089657,Reyansh Dalal,46.92
CAND_0003211,Pranav Tiwari,46.92
CAND_0054794,Mira Pillai,46.92
CAND_0042597,Siya Khanna,46.92
CAND_0088981,Meera Malhotra,46.92
CAND_0008699,Advaith Naidu,46.92
CAND_0092117,Aanya Desai,46.92
CAND_0083739,Vikram Rao,46.92
CAND_0063768,Manish Chowdary,46.92
CAND_0072482,Myra Bansal,46.92
CAND_0097726,Dhruv Joshi,46.92
CAND_0064213,Siya Banerjee,46.92
CAND_0071099,Nisha Reddy,46.92
CAND_0097073,Naina Naidu,46.92
CAND_0036641,Arnav Subramanian,46.92
CAND_0049542,Ayaan Arora,46.92
CAND_0077530,Aarohi Dalal,46.92
CAND_0057699,Amit Iyer,46.92
CAND_0049780,Rajesh Dutta,46.92
CAND_0007251,Riya Agarwal,46.92
CAND_0045313,Neha Sen,46.92
CAND_0056083,Ved Bhatia,46.92
CAND_0099850,Ira Chowdary,46.92
CAND_0044658,Shaurya Bansal,46.92
CAND_0009797,Rahul Pillai,46.92
CAND_0018371,Dev Menon,46.92
CAND_0014106,Rohan Bhatia,46.92
CAND_0050990,Anjali Naidu,46.92
CAND_0065868,Aadhya Sethi,46.92
CAND_0059306,Aadhya Bansal,46.92
CAND_0094909,Vivaan Subramanian,46.92
CAND_0034425,Kiara Bose,46.92
CAND_0060735,Naina Kumar,46.92
CAND_0026591,Anjali Saxena,46.92
CAND_0082062,Aarohi Shetty,46.92
CAND_0010059,Sunil Banerjee,46.92
CAND_0059815,Kiara Dalal,46.92
CAND_0049828,Pooja Hegde,46.92
CAND_0015553,Manish Mukherjee,46.92
CAND_0098453,Pranav Banerjee,46.92
CAND_0051013,Rajesh Verma,46.92
CAND_0095690,Diya Mehta,46.92
CAND_0063021,Reyansh Sharma,46.92
CAND_0063126,Avni Tiwari,46.92
CAND_0014355,Dev Khanna,46.92
CAND_0076705,Ritu Pillai,46.92
CAND_0015004,Priya Khanna,46.92
CAND_0050451,Rahul Mehta,46.91
CAND_0096669,Ayaan Agarwal,46.91
CAND_0052429,Anika Pandey,46.91
CAND_0085707,Saanvi Vora,46.91
CAND_0023306,Nikhil Gupta,46.91
CAND_0039154,Siya Tiwari,46.91
CAND_0073998,Rohan Shetty,46.91
CAND_0010815,Atharv Kapoor,46.91
CAND_0008844,Mira Nair,46.91
CAND_0098933,Aadhya Kumar,46.91
CAND_0027061,Pooja Chatterjee,46.91
CAND_0090521,Ved Menon,46.91
CAND_0077457,Suresh Mittal,46.91
CAND_0097270,Sai Goyal,46.91
CAND_0008567,Arjun Vora,46.91
CAND_0055764,Anika Nair,46.91
CAND_0028524,Ayaan Iyer,46.91
CAND_0000659,Aryan Arora,46.91
CAND_0098804,Advik Iyer,46.91
CAND_0058383,Myra Joshi,46.91
CAND_0098711,Kiara Mukherjee,46.91
CAND_0095652,Riya Desai,46.91
CAND_0022269,Suresh Rao,46.91
CAND_0022217,Vihaan Shah,46.91
CAND_0010145,Deepak Iyengar,46.91
CAND_0024355,Arnav Chopra,46.91
CAND_0080955,Atharv Dutta,46.91
CAND_0078384,Reyansh Goyal,46.91
CAND_0062954,Ishaan Bose,46.91
CAND_0076261,Rohan Chopra,46.91
CAND_0059991,Dev Mukherjee,46.91
CAND_0005775,Ananya Naidu,46.91
CAND_0017272,Sanjay Bhatia,46.91
CAND_0017276,Pari Saxena,46.91
CAND_0078099,Krishna Bhatia,46.91
CAND_0033870,Avni Vora,46.91
CAND_0076073,Dhruv Mukherjee,46.91
CAND_0043173,Yash Kumar,46.91
CAND_0003334,Naina Singh,46.91
CAND_0098219,Myra Tiwari,46.91
CAND_0001113,Aditya Chopra,46.91
CAND_0035171,Sneha Menon,46.91
CAND_0037579,Avni Gupta,46.91
CAND_0047244,Dhruv Sharma,46.91
CAND_0068489,Aarav Kapoor,46.91
CAND_0011266,Pari Shah,46.91
CAND_0021167,Diya Reddy,46.91
CAND_0071988,Sanjay Krishnan,46.91
CAND_0008306,Vikram Dutta,46.91
CAND_0013705,Tanya Bansal,46.91
CAND_0064972,Jay Gupta,46.91
CAND_0082718,Mira Iyer,46.91
CAND_0071749,Ved Patel,46.91
CAND_0066449,Mira Shetty,46.91
CAND_0053918,Ela Dutta,46.91
CAND_0015785,Priya Chowdary,46.91
CAND_0088367,Reyansh Iyengar,46.91
CAND_0013752,Ira Gupta,46.91
CAND_0013830,Amit Sharma,46.91
CAND_0073390,Shreya Sen,46.91
CAND_0038610,Aisha Dutta,46.91
CAND_0034702,Shaurya Desai,46.91
CAND_0036195,Shaurya Joshi,46.91
CAND_0026639,Atharv Pandey,46.9
CAND_0099365,Rohan Krishnan,46.9
CAND_0024723,Mira Goyal,46.9
CAND_0073064,Ritu Chowdary,46.9
CAND_0091047,Siya Iyengar,46.9
CAND_0040434,Yash Chopra,46.9
CAND_0015059,Suresh Hegde,46.9
CAND_0055248,Neha Dalal,46.9
CAND_0019025,Deepak Goyal,46.9
CAND_0013647,Pranav Sethi,46.9
CAND_0093789,Vikram Singh,46.9
CAND_0066269,Jay Krishnan,46.9
CAND_0062498,Pranav Chatterjee,46.9
CAND_0013974,Pranav Sen,46.9
CAND_0013922,Ananya Kumar,46.9
CAND_0082231,Siya Bose,46.9
CAND_0075516,Aadhya Mishra,46.9
CAND_0093847,Vihaan Dalal,46.9
CAND_0093989,Jay Krishnan,46.9
CAND_0018979,Aisha Trivedi,46.9
CAND_0017316,Dev Nair,46.9
CAND_0044515,Karan Dutta,46.9
CAND_0062751,Pooja Gupta,46.9
CAND_0014126,Anika Goyal,46.9
CAND_0094534,Priya Bose,46.9
CAND_0047189,Vihaan Iyer,46.9
CAND_0010105,Myra Reddy,46.9
CAND_0070582,Om Mehta,46.9
CAND_0016045,Tanya Shah,46.9
CAND_0014134,Pranav Chatterjee,46.9
CAND_0095704,Rahul Mukherjee,46.9
CAND_0066965,Jay Dalal,46.9
CAND_0060645,Deepak Saxena,46.9
CAND_0060682,Ved Chopra,46.9
CAND_0085327,Pranav Kumar,46.9
CAND_0042778,Sunil Krishnan,46.9
CAND_0023704,Vihaan Kapoor,46.9
CAND_0056016,Mira Malhotra,46.9
CAND_0024610,Ved Ghosh,46.9
CAND_0068343,Arjun Naidu,46.9
